1 4 6 0
9 6 5 5 5 4 
0 20 40 60 80 100 
0 10 22 34 47 60 73 86 100 
0 20 40 60 80 100 
0 25 50 75 100 
0 25 50 75 100 
0 25 50 75 100 
0 33 66 100 
96.830000 	 0.460000 	 -0.110000
90.640000 	 10.440000 	 -2.620000
83.220000 	 22.520000 	 -4.830000
76.910000 	 32.140000 	 -5.670000
70.650000 	 42.280000 	 -5.750000
62.760000 	 55.450000 	 -4.970000
57.040000 	 63.120000 	 -1.990000
51.750000 	 68.050000 	 3.170000
47.730000 	 69.320000 	 8.510000
92.010000 	 -5.510000 	 -5.920000
86.270000 	 3.950000 	 -8.090000
79.030000 	 15.470000 	 -10.290000
72.690000 	 24.420000 	 -11.340000
65.900000 	 33.710000 	 -12.060000
57.860000 	 43.900000 	 -12.300000
51.580000 	 50.990000 	 -10.810000
45.960000 	 53.980000 	 -6.900000
41.640000 	 54.920000 	 -2.200000
85.750000 	 -12.600000 	 -13.430000
80.480000 	 -3.690000 	 -15.240000
74.120000 	 7.020000 	 -16.540000
67.990000 	 15.340000 	 -17.640000
61.250000 	 22.690000 	 -18.510000
53.140000 	 32.420000 	 -19.600000
46.360000 	 39.070000 	 -18.940000
40.750000 	 42.570000 	 -15.100000
36.370000 	 43.500000 	 -10.120000
80.080000 	 -18.110000 	 -19.820000
75.250000 	 -9.540000 	 -21.070000
69.450000 	 0.620000 	 -21.850000
63.470000 	 8.420000 	 -22.710000
57.700000 	 15.960000 	 -22.980000
49.510000 	 25.290000 	 -24.210000
43.070000 	 31.160000 	 -23.630000
37.110000 	 34.990000 	 -20.120000
33.540000 	 36.060000 	 -14.970000
74.550000 	 -22.500000 	 -26.000000
70.290000 	 -14.150000 	 -26.650000
64.530000 	 -4.520000 	 -27.360000
59.130000 	 3.060000 	 -27.680000
53.010000 	 11.320000 	 -28.310000
46.270000 	 19.980000 	 -28.440000
39.730000 	 25.900000 	 -27.920000
34.390000 	 29.990000 	 -24.640000
30.770000 	 31.290000 	 -19.150000
68.000000 	 -27.520000 	 -33.240000
64.140000 	 -20.340000 	 -33.720000
59.480000 	 -11.030000 	 -33.100000
54.620000 	 -2.990000 	 -32.870000
49.050000 	 5.020000 	 -32.990000
43.250000 	 14.370000 	 -32.540000
37.920000 	 20.720000 	 -30.920000
32.480000 	 24.280000 	 -26.970000
27.930000 	 25.820000 	 -22.640000
61.770000 	 -29.270000 	 -38.910000
59.280000 	 -22.960000 	 -38.060000
54.740000 	 -14.830000 	 -37.670000
50.650000 	 -7.580000 	 -36.890000
46.020000 	 0.090000 	 -36.000000
40.200000 	 10.070000 	 -35.770000
35.360000 	 15.910000 	 -33.170000
31.060000 	 20.420000 	 -29.600000
26.490000 	 21.660000 	 -24.640000
55.740000 	 -28.340000 	 -42.420000
53.920000 	 -23.320000 	 -41.690000
50.210000 	 -15.790000 	 -40.800000
46.330000 	 -8.880000 	 -40.100000
42.120000 	 -2.070000 	 -38.940000
37.700000 	 6.470000 	 -37.880000
33.070000 	 12.980000 	 -35.510000
28.550000 	 17.210000 	 -31.850000
24.200000 	 18.470000 	 -26.150000
50.820000 	 -25.510000 	 -45.070000
48.610000 	 -21.100000 	 -44.490000
45.470000 	 -14.930000 	 -43.260000
42.400000 	 -8.490000 	 -42.150000
38.580000 	 -2.300000 	 -41.090000
34.950000 	 5.510000 	 -39.570000
30.790000 	 11.500000 	 -36.940000
26.570000 	 15.490000 	 -33.090000
22.570000 	 15.930000 	 -27.050000
96.380000 	 -1.760000 	 8.710000
90.160000 	 8.770000 	 5.230000
82.690000 	 21.360000 	 1.850000
76.650000 	 31.240000 	 -0.210000
70.030000 	 41.850000 	 -1.030000
62.840000 	 54.020000 	 -1.430000
56.820000 	 62.880000 	 0.510000
51.580000 	 67.670000 	 5.350000
47.570000 	 69.140000 	 10.350000
91.430000 	 -8.030000 	 2.630000
85.770000 	 1.710000 	 -0.400000
78.390000 	 13.960000 	 -3.660000
71.850000 	 23.680000 	 -6.180000
65.430000 	 32.590000 	 -7.430000
57.310000 	 42.780000 	 -9.210000
50.740000 	 50.290000 	 -8.060000
45.520000 	 53.190000 	 -5.080000
41.700000 	 54.570000 	 -0.650000
85.140000 	 -15.880000 	 -5.440000
79.940000 	 -6.540000 	 -7.800000
73.140000 	 4.760000 	 -10.400000
66.640000 	 13.580000 	 -13.110000
59.940000 	 22.420000 	 -14.700000
52.410000 	 31.630000 	 -16.690000
45.680000 	 38.280000 	 -16.360000
40.140000 	 42.160000 	 -12.760000
35.860000 	 42.860000 	 -7.860000
79.680000 	 -21.440000 	 -12.060000
74.600000 	 -12.930000 	 -14.260000
68.560000 	 -2.300000 	 -16.120000
62.750000 	 6.480000 	 -18.070000
56.230000 	 14.580000 	 -19.730000
49.100000 	 24.100000 	 -21.040000
42.720000 	 29.910000 	 -20.760000
37.410000 	 34.370000 	 -17.930000
33.250000 	 36.410000 	 -13.520000
74.110000 	 -26.220000 	 -18.520000
69.690000 	 -18.020000 	 -20.140000
64.100000 	 -7.810000 	 -21.370000
58.860000 	 0.700000 	 -22.760000
53.090000 	 8.610000 	 -23.550000
45.900000 	 18.130000 	 -25.150000
39.560000 	 24.420000 	 -24.890000
34.420000 	 29.160000 	 -21.980000
30.360000 	 30.330000 	 -17.080000
67.380000 	 -31.190000 	 -26.100000
64.020000 	 -23.930000 	 -26.890000
58.970000 	 -14.320000 	 -27.290000
54.480000 	 -6.030000 	 -27.770000
49.230000 	 2.360000 	 -28.480000
43.080000 	 12.050000 	 -28.770000
37.930000 	 18.920000 	 -27.650000
31.910000 	 23.520000 	 -25.220000
28.190000 	 25.140000 	 -20.200000
62.010000 	 -32.910000 	 -31.560000
58.730000 	 -26.540000 	 -32.240000
54.180000 	 -17.970000 	 -32.790000
49.790000 	 -9.890000 	 -32.970000
45.440000 	 -2.200000 	 -32.890000
39.710000 	 8.060000 	 -32.320000
35.090000 	 14.720000 	 -30.850000
30.920000 	 19.990000 	 -27.520000
26.700000 	 21.400000 	 -22.450000
56.160000 	 -32.620000 	 -36.690000
53.280000 	 -26.770000 	 -36.300000
49.690000 	 -18.990000 	 -36.010000
46.280000 	 -12.030000 	 -35.720000
41.640000 	 -3.740000 	 -35.640000
37.250000 	 4.920000 	 -34.500000
32.520000 	 11.440000 	 -33.110000
28.250000 	 16.690000 	 -29.810000
24.420000 	 17.670000 	 -24.460000
50.650000 	 -29.480000 	 -39.250000
48.600000 	 -24.770000 	 -38.980000
45.710000 	 -18.470000 	 -38.160000
42.460000 	 -12.020000 	 -37.880000
38.140000 	 -4.800000 	 -37.540000
34.900000 	 2.770000 	 -35.650000
30.770000 	 8.970000 	 -34.040000
26.820000 	 13.790000 	 -30.330000
23.200000 	 14.880000 	 -25.170000
95.900000 	 -4.480000 	 20.580000
89.360000 	 7.260000 	 15.940000
82.000000 	 20.160000 	 10.880000
75.690000 	 30.550000 	 8.610000
69.000000 	 41.780000 	 5.790000
62.550000 	 52.730000 	 4.320000
56.280000 	 61.310000 	 5.950000
51.490000 	 66.590000 	 8.910000
48.180000 	 68.460000 	 12.750000
90.780000 	 -12.120000 	 13.840000
84.800000 	 -0.870000 	 9.820000
