60.89701,-164.6683
60.78291,-164.2709
60.55277,-164.4124
60.78055,-163.9514
60.5777,-163.7868
60.7027,-163.4272
60.85432,-163.8888
60.89711,-163.5551
60.99068,-163.673
60.85694,-164.0461
60.92713,-164.6165
60.92805,-165.1503
61.10305,-164.8221
61.19279,-165.3172
61.2018,-165.3669
61.25822,-165.2806
61.62534,-164.7194
61.40652,-165.1976
61.20588,-165.4063
61.0686,-165.3867
61.33263,-165.8736
61.5343,-165.816
61.54583,-166.1708
61.71378,-166.1477
61.68124,-165.827
61.81596,-166.0927
61.84694,-165.6333
62.11597,-165.7015
62.4461,-165.2472
62.53138,-164.8975
62.38027,-164.6864
62.56933,-164.8478
62.74673,-164.4934
62.65235,-164.786
62.83805,-164.8768
63.01923,-164.6983
63.00965,-164.3181
63.13409,-164.5845
63.21499,-164.4011
63.05193,-163.1117
63.54062,-162.306
63.45777,-161.4415
63.71638,-160.8181
64.19942,-160.9483
64.41415,-161.189
64.41887,-161.5292
64.62652,-160.8076
64.91039,-161.1377
64.71624,-162.1078
64.33611,-162.7903
64.65526,-163.17
64.59068,-163.3526
64.51832,-163.0406
64.41269,-163.1387
64.58916,-163.8219
64.44498,-165.0406
64.65596,-166.4028
64.88846,-166.3872
65.22165,-166.9529
65.12109,-166.6117
65.29359,-166.1547
65.42012,-167.4624
65.66998,-168.1264
66.18012,-166.2599
66.15714,-165.5113
66.22144,-165.8709
66.32124,-165.7571
66.59804,-164.2906
66.56672,-163.6424
66.57805,-163.9318
66.51554,-163.7564
66.27624,-163.8575
66.19067,-164.174
65.97499,-161.8164
66.25166,-161.5751
66.24387,-161.1053
66.11581,-161.1494
66.24665,-161.0006
66.40221,-161.52
66.27665,-161.9135
66.53013,-161.9004
66.74012,-162.5047
66.91055,-162.6061
66.94553,-162.3026
66.66352,-162.0779
66.4472,-161.5943
66.53859,-161.1861
66.37109,-160.7833
66.3936,-160.2608
66.64415,-160.2403
66.53332,-161.4973
66.72832,-161.8978
66.99275,-161.5372
66.99815,-162.4608
67.16374,-162.3836
67.01041,-162.5595
67.11221,-163.7272
67.60999,-164.1241
68.34873,-166.8236
68.41676,-166.3726
68.87234,-166.2324
69.01694,-163.9042
69.3522,-163.157
69.75278,-163.0039
70.29984,-161.9617
70.25723,-161.767
70.1543,-162.1142
70.16138,-161.865
70.58693,-159.9291
70.47012,-160.1939
70.26833,-159.8361
70.48442,-159.8195
70.53068,-159.3056
70.61234,-160.1216
70.82805,-159.5228
70.87748,-159.171
70.77818,-159.4454
70.70444,-159.2239
70.83749,-157.9794
71.35144,-156.5967
71.16832,-155.5925
70.91776,-156.1773
70.90054,-155.9874
70.75583,-155.9736
71.14888,-155.0744
71.01027,-155.0621
71.09499,-154.8211
71.00193,-154.5957
70.82762,-154.6126
70.77652,-154.2036
70.92859,-153.2225
70.84055,-152.2772
70.6461,-152.4927
70.57839,-152.0774
70.55839,-152.6195
70.55859,-151.7366
70.44567,-151.9703
70.49081,-149.1747
69.96832,-144.9522
70.11026,-143.2155
69.64236,-141.003
60.30721,-140.9955
60.18777,-139.9794
60.34472,-139.0669
60.07027,-139.1614
59.2386,-137.5908
58.90665,-137.4718
59.16672,-136.8095
59.16332,-136.5839
59.46971,-136.4636
59.52583,-136.2339
59.60166,-136.3451
59.80193,-135.4736
59.5675,-135.0145
59.42694,-135.0917
59.27999,-134.9519
58.45916,-133.43
57.20471,-132.2267
57.08916,-132.3242
57.03638,-132.0275
56.86666,-132.1031
56.79583,-131.8617
56.5984,-131.8244
56.11805,-130.0886
55.90918,-130.0151
55.75722,-130.1744
55.28104,-129.9937
54.90443,-130.366
54.76788,-130.7093
54.95509,-130.7427
54.78055,-130.8939
55.0511,-130.9822
55.11477,-130.7021
55.32593,-130.4742
55.12638,-130.7278
55.12676,-130.8423
55.12749,-131.0588
55.28465,-130.9315
55.2943,-130.6161
55.31006,-130.8613
55.70791,-130.8864
55.94166,-131.1695
56.10652,-131.0128
55.85527,-131.9006
55.81409,-131.7591
55.63583,-131.8369
55.4986,-131.9625
55.5675,-132.1431
55.72388,-132.2453
55.9645,-131.9475
56.16492,-131.9568
56.19694,-131.7697
56.35818,-131.993
56.52332,-132.3417
56.63337,-132.3157
56.6377,-132.5511
56.81715,-132.365
56.84388,-132.7689
57.08381,-132.8041
57.1936,-133.5084
57.34679,-133.066
57.35541,-133.4413
57.48429,-133.5068
57.59006,-133.3179
57.57451,-133.5994
57.69638,-133.6406
57.51395,-133.0064
57.74583,-133.5178
57.90815,-133.5443
57.85333,-133.1311
57.9236,-133.5576
57.79152,-133.7006
57.97293,-133.813
58.14596,-133.6802
57.98013,-133.9133
58.07888,-134.0597
58.38993,-134.009
58.515,-133.774
58.49784,-133.9727
58.19707,-134.1806
58.35973,-134.5401
58.38197,-134.7576
58.64583,-134.975
59.46416,-135.3478
59.29082,-135.4597
59.09284,-135.3034
59.22533,-135.5467
58.23305,-135.0855
58.24972,-135.3212
58.47145,-135.4709
58.3811,-135.9104
58.53819,-135.8365
58.81833,-136.0657
58.89596,-135.7659
59.02742,-136.1641
58.86249,-136.0944
58.75173,-136.2365
59.04712,-136.9859
59.06791,-137.0386
59.02812,-137.0516
58.8227,-137.1186
58.83944,-136.578
58.68034,-136.3429
58.61027,-136.5192
58.6618,-136.2871
58.51167,-136.0808
58.34027,-136.0829
58.41582,-136.4794
58.29853,-136.3674
58.3345,-136.6478
58.21652,-136.6589
59.12322,-138.5995
59.18464,-138.4392
59.49583,-139.7105
59.98506,-139.4812
59.86999,-139.317
59.57277,-139.29
59.80082,-139.2708
59.80534,-138.8997
60.03305,-139.5
59.69804,-140.4034
59.86639,-141.3766
59.99597,-141.257
60.13791,-141.3849
59.95333,-141.731
60.10999,-142.7172
59.9911,-143.9006
60.29736,-144.9315
60.71555,-144.6114
60.35069,-145.2885
60.49166,-145.8594
60.667,-145.6254
60.63597,-146.2442
60.79569,-146.0381
60.69408,-146.644
60.84541,-146.1253
60.95249,-146.7554
61.1293,-146.2968
60.88777,-147.3669
60.91737,-147.537
61.15318,-147.551
60.89569,-147.6044
60.82166,-147.7872
60.94735,-148.0503
61.27541,-147.7157
61.01777,-148.0715
61.03015,-148.1838
60.81249,-148.3446
60.78812,-148.6924
60.79749,-148.4593
60.67125,-148.6603
60.76583,-148.2297
60.61749,-148.2046
60.45159,-148.6871
60.60013,-148.0855
60.45138,-147.9379
60.24722,-148.3661
60.20597,-148.0989
60.16319,-148.3243
59.94846,-148.4385
60.05638,-149.0775
59.86749,-149.2753
60.11624,-149.4197
59.83201,-149.6209
59.95468,-149.7343
59.65915,-149.7508
59.79631,-150.0278
59.71312,-149.9183
59.62749,-150.0136
59.46652,-150.3447
59.71548,-150.2247
59.46388,-150.4867
59.59166,-150.5417
59.24332,-150.9075
59.16249,-151.7461
59.27583,-151.9762
59.40804,-151.8992
59.46749,-151.4531
59.78083,-150.9979
59.63673,-151.4692
59.75999,-151.8783
60.38833,-151.3026
60.72811,-151.4067
61.0368,-150.4042
60.85166,-149.0297
61.15777,-150.062
61.49249,-149.252
61.47485,-149.6875
61.245,-150.0714
61.28638,-150.6264
60.90471,-151.7408
60.73186,-151.7097
60.55735,-152.2251
60.29326,-152.4218
60.29819,-153.0789
60.09444,-152.5961
59.91659,-152.7163
59.86513,-153.2258
59.8193,-153.002
59.70944,-153.0426
59.6286,-153.3483
59.76611,-153.4206
59.34554,-154.0672
59.13277,-154.257
59.02944,-154.1803
58.98082,-153.4235
58.85957,-153.2612
58.71444,-153.4478
58.48006,-154.1027
58.382,-154.0051
58.27833,-154.3542
58.28041,-154.1146
58.13069,-154.2357
58.01461,-155.0334
57.73444,-155.3111
57.7893,-155.6069
57.55138,-155.7344
57.33111,-156.49
57.17083,-156.3417
56.97888,-156.5523
56.96249,-156.9408
56.77055,-157.2067
56.85749,-157.4279
56.70735,-157.5833
56.62027,-157.4701
56.67833,-157.7872
56.56058,-158.1157
56.46749,-157.8826
56.44013,-158.4285
56.25874,-158.6374
56.2352,-158.1264
55.98888,-158.5053
56.10096,-158.6004
56.17978,-158.4842
56.18804,-158.6011
55.95423,-158.6754
55.87436,-159.3615
55.57722,-159.6672
55.81207,-159.624
55.85027,-159.8426
55.47804,-160.5078
55.56667,-160.6331
55.34791,-161.2489
55.36839,-161.5099
55.48346,-161.4837
55.53027,-161.1453
55.62276,-161.5625
55.23013,-162.0432
55.09916,-161.9753
55.03643,-162.445
55.29736,-162.6364
54.95798,-162.5669
54.93097,-162.8739
55.13958,-163.1794
54.93266,-163.0531
54.80819,-163.3306
55.11708,-163.3262
55.34249,-162.5489
55.67305,-162.2606
55.89319,-161.7767
