Name	Page Width	Page Height	Columns	Rows	Left Margin	Top Margin	Width	Height	Width plus gap	Height plus gap	Corner type	Radius X	Paper type	Orientation	Half page perf skip	Half page row count	Description	Units
Address 4603	16560	2880	3	2	576	45	5040	1351	5184	1440	1	180	1	1	0	0		1440
Address 7023-2	9978	2880	2	2	879	68	3969	1304	4252	1440	1	180	1	1	0	0		1440
Address 8123-4	20430	2880	4	2	791	68	4592	1304	4752	1440	1	180	1	1	0	0		1440
Address 8923-1	6570	2880	1	2	765	68	5040	1304	5040	1440	1	180	1	1	0	0		1440
Address 8923-2	11906	2880	2	2	823	68	5040	1304	5220	1440	1	180	1	1	0	0		1440
Address 8923-3	17008	2880	3	2	764	68	5040	1304	5220	1440	1	180	1	1	0	0		1440
Address 8936-3	17008	4320	3	2	764	60	5040	2041	5220	2160	1	180	1	1	0	0		1440
Address Clear EAL 04	6480	4320	1	2	720	45	5040	2070	5040	2160	1	180	1	1	0	0		1440
Address Clear OML 107	6480	4320	1	2	720	45	5040	2070	5040	2160	1	180	1	1	0	0		1440
Address L7160	11906	16920	3	7	408	900	3600	2160	3745	2160	1	340	0	1	0	0		1440
Address L7160	16920	11906	7	3	900	408	2160	3600	2160	3745	1	340	0	0	0	0		1440
Address L7161	11906	16920	3	6	409	541	3600	2640	3744	2640	1	340	0	1	0	0		1440
Address L7161	16920	11906	6	3	541	409	2640	3600	2640	3744	1	340	0	0	0	0		1440
Address L7162	11906	16920	2	8	265	779	5616	1920	5760	1920	1	340	0	1	0	0		1440
Address L7162	16920	11906	8	2	779	265	1920	5616	1920	5760	1	340	0	0	0	0		1440
Address L7163	11906	16920	2	7	265	900	5616	2160	5760	2160	1	340	0	1	0	0		1440
Address L7163	16920	11906	7	2	900	265	2160	5616	2160	5760	1	340	0	0	0	0		1440
Address L7164	11906	16920	3	4	409	300	3600	4080	3744	4080	1	340	0	1	0	0		1440
Address L7164	16920	11906	4	3	300	409	4080	3600	4080	3744	1	340	0	0	0	0		1440
Address L7165	11906	16920	2	4	265	780	5616	3840	5760	3840	1	340	0	1	0	0		1440
Address L7165	16920	11906	4	2	780	265	3840	5616	3840	5760	1	340	0	0	0	0		1440
Address OML 102	7200	4320	1	2	720	45	5760	2070	5760	2160	1	180	1	1	0	0		1440
Address OML 103	7200	5760	1	2	720	45	5760	2790	5760	2880	1	180	1	1	0	0		1440
Address OML 104	8640	4320	1	2	720	45	7200	2070	7200	2160	1	180	1	1	0	0		1440
Address OML 106	6480	4320	1	2	720	45	5040	2070	5040	2160	1	180	1	1	0	0		1440
Address OML 202	12960	4320	2	2	720	45	5760	2070	5850	2160	1	180	1	1	0	0		1440
Address OML 203	12960	5760	2	2	720	45	5760	2790	5850	2880	1	180	1	1	0	0		1440
Address OML 302	16848	4320	3	2	720	45	5040	2070	5184	2160	1	180	1	1	0	0		1440
Address OML 303	16848	5760	3	2	720	45	5040	2790	5184	2880	1	180	1	1	0	0		1440
Address Tab 4815MW4	19152	2880	4	2	720	45	4320	1351	4464	1440	1	180	1	1	0	0		1440
Address Tab 5615MW2	11664	2880	2	2	720	45	5040	1351	5184	1440	1	180	1	1	0	0		1440
Address Tab 5615MW2S	11664	2880	2	2	720	45	5040	1351	5184	1440	1	180	1	1	0	0		1440
Address Tab 5615MW3	16560	2880	3	2	576	45	5040	1351	5184	1440	1	180	1	1	0	0		1440
Address Tab 5615MW3S	16560	2880	3	2	576	45	5040	1351	5184	1440	1	180	1	1	0	0		1440
Address Tab 5615SWL	6480	2880	1	2	720	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Address Tab 5615SWS	6120	2880	1	2	540	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Address Tab 5623MW2	11376	4320	2	2	576	45	5040	2071	5184	2160	1	180	1	1	0	0		1440
Address Tab 5623MW3	16560	4320	3	2	576	45	5040	2071	5184	2160	1	180	1	1	0	0		1440
Address Tab 5623SWL	6120	4320	1	2	540	45	5040	2071	5040	2160	1	180	1	1	0	0		1440
Address Tab 5623SWS	6120	4320	1	2	540	45	5040	2071	5040	2160	1	180	1	1	0	0		1440
Address Tab 6415MW2	12816	2880	2	2	576	45	5760	1351	5904	1440	1	180	1	1	0	0		1440
Address Tab 6415MW3	18720	2880	3	2	576	45	5760	1351	5904	1440	1	180	1	1	0	0		1440
Address Tab 6415SWL	7200	2880	1	2	720	45	5760	1351	5760	1440	1	180	1	1	0	0		1440
Address Tab 6415SWPA	7200	2880	1	2	720	45	5760	1351	5760	1440	1	180	1	1	0	0		1440
Address Tab 6423MW2	12816	4320	2	2	576	45	5760	2071	5904	2160	1	180	1	1	0	0		1440
Address Tab 6423MW2S	12816	4320	2	2	576	45	5760	2071	5904	2160	1	180	1	1	0	0		1440
Address Tab 6423MW3	18720	4320	3	2	576	45	5760	2071	5904	2160	1	180	1	1	0	0		1440
Address Tab 6423MW3S	18720	4320	3	2	576	45	5760	2071	5904	2160	1	180	1	1	0	0		1440
Address Tab 6423SWL	6840	4320	1	2	540	45	5760	2071	5760	2160	1	180	1	1	0	0		1440
Address Tab 6423SWS	6840	4320	1	2	540	45	5760	2071	5760	2160	1	180	1	1	0	0		1440
Address Tab 6431SWM	7200	5760	1	2	720	45	5760	2791	5760	2880	1	180	1	1	0	0		1440
Address Tab 8023SWM	8640	4320	1	2	720	45	7200	2071	7200	2160	1	180	1	1	0	0		1440
Address Tab1 107.23	7200	2880	1	2	567	57	6066	1327	6066	1440	1	180	1	1	0	0		1440
Address Tab1 107.36	7200	4320	1	2	567	57	6066	2047	6066	2160	1	180	1	1	0	0		1440
Address Tab1 107.49	7200	5760	1	2	567	57	6066	2767	6066	2880	1	180	1	1	0	0		1440
Address Tab1 125.74	8220	8640	1	2	567	62	7087	4195	7087	4320	1	180	1	1	0	0		1440
Address Tab1 89.23	6463	2880	1	2	709	57	5046	1327	5046	1440	1	180	1	1	0	0		1440
Address Tab1 89.36	6463	4320	1	2	709	57	5046	2047	5046	2160	1	180	1	1	0	0		1440
Address Tab2 107.23	13606	2880	2	2	595	57	6066	1327	6350	1440	1	180	1	1	0	0		1440
Address Tab2 107.36	13606	4320	2	2	595	57	6066	2047	6350	2160	1	180	1	1	0	0		1440
Address Tab2 89.23	11849	2880	2	2	737	57	5046	1327	5329	1440	1	180	1	1	0	0		1440
Address Tab2 89.36	11849	4320	2	2	737	57	5046	2047	5329	2160	1	180	1	1	0	0		1440
Address-Blue 4250	6480	2880	1	2	720	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Address-Clear 4162	6120	2880	1	2	540	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Address-Clear 4601	6120	2880	1	2	540	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Address-Green 4249	6480	2880	1	2	720	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Address-Red Glow 4254	6480	2880	1	2	720	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Address-Roll 4010	6120	2880	1	2	540	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Address-Roll 4011	6840	4320	1	2	540	45	5760	2071	5760	2160	1	180	1	1	0	0		1440
Address-Yellow 4253	6480	2880	1	2	720	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Audio Cassette L7655	11906	16920	2	6	835	1317	5046	2381	5190	2381	1	340	0	1	0	0		1440
Audio Cassette L7655	16920	11906	6	2	1317	835	2381	5046	2381	5190	1	340	0	0	0	0		1440
Diskette 3-1/2'' L7664	11906	16920	2	4	1017	300	3969	4080	5904	4080	1	340	0	1	0	0		1440
Diskette 3-1/2'' L7664	16920	11906	4	2	300	1017	4080	3969	4080	5904	1	340	0	0	0	0		1440
Diskette 3-1/2'' OML 099	5400	5760	1	2	720	45	3960	2790	3960	2880	1	180	1	1	0	0		1440
Diskette 5-1/4'' L7663	11906	16920	1	8	2569	804	6768	1914	11906	1914	1	340	0	1	0	0		1440
Diskette 5-1/4'' OML 101	7200	2880	1	2	709	45	5760	1350	5760	1440	1	180	1	1	0	0		1440
Diskette 5-1/4'' Tab1 102.36	7200	4320	1	2	709	57	5783	2047	5783	2160	1	180	1	1	0	0		1440
File Folder 4255	6480	1440	1	2	720	45	5040	631	5040	720	1	180	1	1	0	0		1440
File Folder L7701	11906	16920	1	4	510	1430	10885	3515	10885	3515	1	340	0	1	0	0		1440
File Folder L7701	16920	11906	4	1	1430	510	3515	10885	3515	10885	1	340	0	0	0	0		1440
File Folder L7702	11906	16920	1	7	508	721	10842	2202	10842	2202	1	340	0	1	0	0		1440
File Folder L7702	16920	11906	7	1	721	508	2202	10842	2202	10842	1	340	0	0	0	0		1440
File Folder-Assorted 4266	6480	1440	1	2	720	45	5040	631	5040	720	1	180	1	1	0	0		1440
Fluorescent Pink L7363	11906	16920	2	7	265	900	5616	2160	5760	2160	1	340	0	1	0	0		1440
Fluorescent Yellow L7263	11906	16920	2	7	265	900	5616	2160	5760	2160	1	340	0	1	0	0		1440
Full Sheet L7167	11906	16920	1	1	295	266	11316	16387	11906	16920	0	340	0	1	0	0		1440
Full Sheet L7167	16920	11906	1	1	266	295	16387	11316	16920	11906	0	340	0	0	0	0		1440
Half Sheet (A5) L7168	11906	16920	1	2	266	323	11316	8137	11906	8137	1	340	0	1	0	0		1440
Half Sheet (A5) L7168	16920	11906	2	1	323	266	8137	11316	8137	11906	1	340	0	0	0	0		1440
Index Card 4166	8640	8640	1	2	720	0	7200	4320	7200	4320	0	0	1	1	0	0		1440
Index Contents Sheets (All)	11906	16920	1	1	0	0	11906	16920	11906	16920	0	0	0	1	0	0		1440
Index Maker 10 Part L7410-10	11906	16920	4	10	1129	2700	1440	720	2736	1200	1	180	0	1	0	0		1440
Index Maker 12 Part L7410-12	11906	16920	4	12	1440	2820	1247	720	2592	960	1	180	0	1	0	0		1440
Index Maker 5 Part L7410-5	11906	16920	2	10	1440	2700	3119	720	5906	1200	1	180	0	1	0	0		1440
Index Maker 6 Part L7410-6	11906	16920	2	12	1728	2821	2547	720	5902	960	1	180	0	1	0	0		1440
Ink Jet Transparencies L7850	11906	16920	1	1	0	0	11906	16920	11906	16920	0	0	0	1	0	0		1440
Ink Jet Transparencies L7850	16920	11906	1	1	0	0	16920	11906	16920	11906	0	0	0	0	0	0		1440
Laser ColorFrames L7841	11906	16920	1	1	1020	1134	9865	14570	9865	14570	1	340	0	1	0	0		1440
Laser ColorFrames L7841	16920	11906	1	1	1134	1020	14570	9865	14570	9865	1	340	0	0	0	0		1440
Laser Transparencies L7840	11906	16920	1	1	0	0	11906	16920	11906	16920	0	0	0	1	0	0		1440
Laser Transparencies L7840	16920	11906	1	1	0	0	16920	11906	16920	11906	0	0	0	0	0	0		1440
Laser Transparencies L7842	11906	16920	1	1	0	0	11906	16920	11906	16920	0	0	0	1	0	0		1440
Laser Transparencies L7842	16920	11906	1	1	0	0	16920	11906	16920	11906	0	0	0	0	0	0		1440
Mini Address - Clear L7551	11906	16920	5	13	265	660	2160	1200	2304	1200	1	340	0	1	0	0		1440
Mini Address - Clear L7551	16920	11906	13	5	660	265	1200	2160	1200	2304	1	340	0	0	0	0		1440
Mini Address L7651	11906	16920	5	13	265	660	2160	1200	2304	1200	1	340	0	1	0	0		1440
Mini Address L7651	16920	11906	13	5	660	265	1200	2160	1200	2304	1	340	0	0	0	0		1440
Name Badge 4160	6120	7200	1	2	540	45	5040	3511	5040	3600	1	180	1	1	0	0		1440
Name Badge FAB 03	5400	4320	1	2	720	71	3912	2047	4003	2160	1	180	1	1	0	0		1440
Name Badge L7418	11906	16920	2	4	1077	2183	4876	3118	4876	3118	0	0	0	1	0	0		1440
Name Badge L7418	16920	11906	4	2	2183	1077	3118	4876	3118	4876	0	0	0	0	0	0		1440
Name Badge Tab1 85.108	6350	14400	1	2	765	539	4819	6123	4819	7200	1	180	1	1	0	0		1440
Piggyback 4163	6120	2880	1	2	540	45	5040	1351	5040	1440	1	180	1	1	0	0		1440
Post Card 4167	10080	10080	1	2	720	0	8640	5040	8640	5040	0	0	1	1	0	0		1440
Price Marking 2615-5	9978	1920	5	2	796	55	1474	850	1728	960	1	180	1	1	0	0		1440
Rotary Index Card 4168	7200	6241	1	2	720	0	5760	3120	5760	3120	0	0	1	1	0	0		1440
Round - White L7630	11906	16920	3	4	298	877	3600	3600	3855	3855	2	340	0	1	0	0		1440
Round - White L7630	16920	11906	4	3	877	298	3600	3600	3855	3855	2	340	0	0	0	0		1440
Round - Yellow L7650	11906	16920	3	4	298	877	3600	3600	3855	3855	2	340	0	1	0	0		1440
Round - Yellow L7650	16920	11906	4	3	877	298	3600	3600	3855	3855	2	340	0	0	0	0		1440
Shipping EXPE 120.74	7937	8640	1	2	567	62	6803	4195	6803	4320	1	180	1	1	0	0		1440
Shipping OML 105	8640	5760	1	2	720	45	7200	2790	7200	2880	1	180	1	1	0	0		1440
Shipping Tab 8047SWS	8280	8640	1	2	540	45	7200	4231	7200	4320	1	180	1	1	0	0		1440
Shipping Tab 9647SWS	9720	8640	1	2	540	45	8640	4231	8640	4320	1	180	1	1	0	0		1440
Shipping-Red Border 4161	6840	8640	1	2	540	45	5760	4231	5760	4320	1	180	1	1	0	0		1440
Video Face L7654-F	11906	16920	2	6	1561	541	4320	2640	4464	2640	1	340	0	1	0	0		1440
Video Face L7654-F	16920	11906	6	2	541	1561	2640	4320	2640	4464	1	340	0	0	0	0		1440
Video Spine L7654-S	11906	16920	1	16	1849	780	8208	960	11906	960	1	340	0	1	0	0		1440
Video Spine L7654-S	16920	11906	16	1	780	1849	960	8208	960	11906	1	340	0	0	0	0		1440
L7159 Address	8.268	11.75	3	8	0.254	0.543	2.52	1.333	2.62	1.333	0	0	0	1	0	0		1
L7160 Address	8.268	11.75	3	7	0.283	0.625	2.5	1.5	2.6	1.5	0	0	0	1	0	0		1
L7161 Address	8.268	11.75	3	6	0.284	0.376	2.5	1.833	2.6	1.833	0	0	0	1	0	0		1
L7162 Address	8.268	11.75	2	8	0.184	0.541	3.9	1.333	4	1.333	0	0	0	1	0	0		1
L7163 Address	8.268	11.75	2	7	0.184	0.625	3.9	1.5	4	1.5	0	0	0	1	0	0		1
L7164 Address	8.268	11.75	3	4	0.284	0.208	2.5	2.833	2.6	2.833	0	0	0	1	0	0		1
L7165 Parcel	8.268	11.75	2	4	0.184	0.542	3.9	2.667	4	2.667	0	0	0	1	0	0		1
L7166 Parcel	8.268	11.75	2	3	0.184	0.375	3.9	3.667	4	3.667	0	0	0	1	0	0		1
L7167 Shipping	8.268	11.75	1	1	0.205	0.185	7.858	11.38	7.858	11.38	0	0	0	1	0	0		1
L7168 Shipping	8.228	11.75	1	2	0.185	0.224	7.858	5.651	7.858	5.651	0	0	0	1	0	0		1
L7169 Parcel	11.75	8.268	2	2	0.402	0.182	5.472	3.902	5.472	4.002	0	0	0	0	0	0		1
L7173 Shipping	8.268	11.75	2	5	0.184	0.265	3.9	2.244	4	2.244	0	0	0	1	0	0		1
L7551 Clear Mini Address	8.268	11.752	5	13	0.184	0.458	1.5	0.833	1.6	0.833	0	0	0	1	0	0		1
L7552 Petite Clear	8.268	11.75	2	10	1	1.875	2.166	0.5	4.102	0.833	0	0	0	1	0	0		1
L7553 Petite Clear	8.266	11.749	4	12	1	1.958	0.866	0.5	1.8	0.667	0	0	0	1	0	0		1
L7560 Clear Address	8.268	11.75	3	7	0.283	0.625	2.5	1.5	2.6	1.5	0	0	0	1	0	0		1
L7562 Clear Address	8.268	11.75	2	8	0.184	0.541	3.9	1.333	4	1.333	0	0	0	1	0	0		1
L7563 Clear Address	8.268	11.75	2	7	0.184	0.625	3.9	1.5	4	1.5	0	0	0	1	0	0		1
L7565 Clear Parcel	8.268	11.75	2	4	0.184	0.542	3.9	2.667	4	2.667	0	0	0	1	0	0		1
L7263 Address - Fluorescent Yellow	8.268	11.75	2	7	0.184	0.625	3.9	1.5	4	1.5	0	0	0	1	0	0		1
L7630 Circular	8.268	11.75	3	4	0.207	0.609	2.5	2.5	2.677	2.677	0	0	0	1	0	0		1
L7651 Mini Address	8.268	11.752	5	13	0.184	0.458	1.5	0.833	1.6	0.833	0	0	0	1	0	0		1
L7655 Audio Cassette	8.268	11.75	2	6	0.58	0.914	3.504	1.654	3.604	1.654	0	0	0	1	0	0		1
L7656 35 mm Slide	8.25	11.75	4	21	0.227	0.656	1.811	0.437	1.995	0.5	0	0	0	1	0	0		1
L7664 3.5'' Diskette - Wraparound	8.268	11.75	2	4	0.706	0.208	2.756	2.833	4.1	2.833	0	0	0	1	0	0		1
L7666 3.5'' Diskette - Face Only	8.264	11.75	2	5	0.917	0.757	2.756	2.047	3.673	2.047	0	0	0	1	0	0		1
L7665 Mini Data Cartridge	8.268	11.735	2	12	0.866	0.878	2.835	0.833	3.701	0.831	0	0	0	1	0	0		1
L7667 Standard Data Cartridge	8.268	11.75	1	9	1.516	0.629	5.236	1.166	5.236	1.166	0	0	0	1	0	0		1
L7670 Circular - Fluorescent Yellow	8.268	11.75	3	4	0.207	0.609	2.5	2.5	2.677	2.677	0	0	0	1	0	0		1
L7671 Video Face	8.268	11.712	2	6	1.084	0.376	3	1.827	3.1	1.827	0	0	0	1	0	0		1
L7674 Video Spine	8.268	11.75	1	16	1.284	0.542	5.7	0.667	5.7	0.667	0	0	0	1	0	0		1
L7680 Mini Address - Gold	8.268	11.752	5	13	0.184	0.458	1.5	0.833	1.6	0.833	0	0	0	1	0	0		1
L7690 Mini Address - Silver	8.268	11.752	5	13	0.184	0.458	1.5	0.833	1.6	0.833	0	0	0	1	0	0		1
L7170 Filing - Eurofolio	8.268	11.75	1	24	1.496	0.678	5.276	0.433	5.276	0.433	0	0	0	1	0	0		1
L7172 Filing - Ring Binder	8.268	11.75	2	9	0.147	0.56	3.937	1.181	4.037	1.181	0	0	0	1	0	0		1
L7171 Filing - Lever Arch	11.75	8.268	4	1	1.151	0.197	2.362	7.874	2.362	7.874	0	0	0	0	0	0		1
L7701 Filing - Lever Arch	11.75	8.268	4	1	0.993	0.354	2.441	7.559	2.441	7.559	0	0	0	0	0	0		1
L7702 Filing - Lever Arch	11.75	8.268	7	1	0.501	0.354	1.535	7.559	1.535	7.559	0	0	0	0	0	0		1
L7413 Business Card	8.268	11.693	2	5	0.591	0.846	3.543	2	3.543	2	0	0	0	1	0	0		1
L7414 Business Card	8.268	11.693	2	5	0.591	0.728	3.543	2.047	3.543	2.047	0	0	0	1	0	0		1
L7415 Business Card	8.268	11.693	2	5	0.591	0.728	3.543	2.047	3.543	2.047	0	0	0	1	0	0		1
L7417 Business Card	8.268	11.693	2	5	0.591	0.531	3.543	2.126	3.543	2.126	0	0	0	1	0	0		1
L7419 Business Card	8.268	11.693	2	5	0.591	0.531	3.543	2.126	3.543	2.126	0	0	0	1	0	0		1
L7418 Name Badge	8.268	11.693	2	4	0.748	1.516	3.386	2.165	3.386	2.165	0	0	0	1	0	0		1
L7421 Post Card	11.72	8.268	2	2	0.373	0.304	5.487	3.83	5.487	3.83	0	0	0	0	0	0		1
L7901 Organizer Page	11.693	8.268	3	1	0	0	3.74	6.693	3.74	6.693	0	0	0	0	0	0		1
L7902 Organizer Page (A5)	11.693	8.268	2	1	0	0	5.846	8.268	5.846	8.268	0	0	0	0	0	0		1
J8159 Address	8.268	11.75	3	8	0.254	0.543	2.52	1.333	2.62	1.333	0	0	0	1	0	0		1
J8160 Address	8.268	11.75	3	7	0.283	0.625	2.5	1.5	2.6	1.5	0	0	0	1	0	0		1
J8161 Address	8.268	11.75	3	6	0.284	0.376	2.5	1.833	2.6	1.833	0	0	0	1	0	0		1
J8162 Address	8.268	11.75	2	8	0.184	0.541	3.9	1.333	4	1.333	0	0	0	1	0	0		1
J8163 Address	8.268	11.75	2	7	0.184	0.625	3.9	1.5	4	1.5	0	0	0	1	0	0		1
J8164 Address	8.268	11.75	3	4	0.284	0.208	2.5	2.833	2.6	2.833	0	0	0	1	0	0		1
J8165 Parcel	8.268	11.75	2	4	0.184	0.542	3.9	2.667	4	2.667	0	0	0	1	0	0		1
J8166 Parcel	8.268	11.75	2	3	0.184	0.375	3.9	3.667	4	3.667	0	0	0	1	0	0		1
J8167 Shipping	8.268	11.75	1	1	0.205	0.185	7.858	11.38	7.858	11.38	0	0	0	1	0	0		1
J8168 Shipping	8.228	11.75	1	2	0.185	0.224	7.858	5.651	7.858	5.651	0	0	0	1	0	0		1
J8169 Parcel	11.75	8.268	2	2	0.402	0.182	5.472	3.902	5.472	4.002	0	0	0	0	0	0		1
J8173 Shipping	8.268	11.75	2	5	0.184	0.265	3.9	2.244	4	2.244	0	0	0	1	0	0		1
J8360 Address	8.268	11.75	3	7	0.283	0.625	2.5	1.5	2.6	1.5	0	0	0	1	0	0		1
J8361 Address	8.268	11.75	3	6	0.284	0.376	2.5	1.833	2.6	1.833	0	0	0	1	0	0		1
J8362 Address	8.268	11.75	2	8	0.184	0.541	3.9	1.333	4	1.333	0	0	0	1	0	0		1
J8363 Address	8.268	11.75	2	7	0.184	0.625	3.9	1.5	4	1.5	0	0	0	1	0	0		1
J8365 Parcel	8.268	11.75	2	4	0.184	0.542	3.9	2.667	4	2.667	0	0	0	1	0	0		1
J8367 Shipping	8.268	11.75	1	1	0.205	0.185	7.858	11.38	7.858	11.38	0	0	0	1	0	0		1
J8368 Shipping	8.228	11.75	1	2	0.185	0.224	7.858	5.651	7.858	5.651	0	0	0	1	0	0		1
J8766 3.5'' Diskette - Face Only	8.264	11.75	2	5	0.917	0.757	2.756	2.047	3.673	2.047	0	0	0	1	0	0		1
J8560 Clear Address	8.268	11.75	3	7	0.283	0.625	2.5	1.5	2.6	1.5	0	0	0	1	0	0		1
J8562 Clear Address	8.268	11.75	2	8	0.184	0.541	3.9	1.333	4	1.333	0	0	0	1	0	0		1
J8563 Clear Address	8.268	11.75	2	7	0.184	0.625	3.9	1.5	4	1.5	0	0	0	1	0	0		1
J8565 Clear Parcel	8.268	11.75	2	4	0.184	0.542	3.9	2.667	4	2.667	0	0	0	1	0	0		1
J8171 Filing - Lever Arch	11.75	8.268	4	1	1.151	0.197	2.362	7.874	2.362	7.874	0	0	0	0	0	0		1
J8651 Mini Address	8.268	11.752	5	13	0.184	0.458	1.5	0.833	1.6	0.833	0	0	0	1	0	0		1
J8655 Audio Cassette	8.268	11.75	2	6	0.58	0.914	3.504	1.654	3.604	1.654	0	0	0	1	0	0		1
J8657 35 mm Slide	8.268	11.75	3	14	1.233	2.406	1.811	0.437	1.995	0.5	0	0	0	1	0	0		1
J8666 3.5'' Diskette - Face Only	8.264	11.75	2	5	0.917	0.757	2.756	2.047	3.673	2.047	0	0	0	1	0	0		1
J8671 Video Face	8.268	11.712	2	6	1.084	0.376	3	1.827	3.1	1.827	0	0	0	1	0	0		1
J8674 Video Spine	8.268	11.75	1	16	1.284	0.542	5.7	0.667	5.7	0.667	0	0	0	1	0	0		1
L7410-5M Index Contents Sheet 5 Part	8.268	11.693	1	5	4.331	0.197	3.268	2.165	3.268	2.283	0	0	0	1	0	0		1
L7410-6M Index Contents Sheet 6 Part	8.268	11.614	1	6	4.331	0.197	3.268	1.772	3.268	1.89	0	0	0	1	0	0		1
L7410-10M Index Contents Sheet 10 Part	8.268	11.752	1	10	4.331	0.197	3.268	1.024	3.268	1.148	0	0	0	1	0	0		1
L7410-12M Index Contents Sheet 12 Part	8.268	11.686	1	12	4.331	0.197	3.268	0.827	3.268	0.951	0	0	0	1	0	0		1
L7410-5M 1-5 Part Index	8.268	11.75	2	10	1	1.875	2.166	0.5	4.102	0.833	0	0	0	1	0	0		1
L7410-6M 1-6 Part Index	8.268	11.751	2	12	1.2	1.959	1.769	0.5	4.099	0.667	0	0	0	1	0	0		1
L7410-10M 1-10 Part Index	8.268	11.75	4	10	0.784	1.875	1	0.5	1.9	0.833	0	0	0	1	0	0		1
L7410-12M 1-12 Part Index	8.266	11.749	4	12	1	1.958	0.866	0.5	1.8	0.667	0	0	0	1	0	0		1
L7416-5M 1-5 Part Index	8.268	11.75	2	10	1	1.875	2.166	0.5	4.102	0.833	0	0	0	1	0	0		1
L7416-10M 1-10 Part Index	8.268	11.75	4	10	0.784	1.875	1	0.5	1.9	0.833	0	0	0	1	0	0		1
L7411-5R 1-5 Part Index	8.268	11.764	1	5	5.25	0.217	2.756	2.25	2.756	2.27	0	0	0	1	0	0		1
L7411-6R 1-6 Part Index	8.268	11.614	1	6	5.25	0.197	2.756	1.772	2.756	1.89	0	0	0	1	0	0		1
L7411-10R 1-10 Part Index	8.268	11.688	1	10	5.25	0.177	2.756	1.102	2.756	1.137	0	0	0	1	0	0		1
L7411-12R 1-12 Part Index	8.268	11.696	1	12	5.25	0.118	2.756	0.95	2.756	0.955	0	0	0	1	0	0		1
L7417-5R 1-5 Part Index	8.268	11.764	1	5	5.25	0.217	2.756	2.25	2.756	2.27	0	0	0	1	0	0		1
L7417-6R 1-6 Part Index	8.268	11.614	1	6	5.25	0.197	2.756	1.772	2.756	1.89	0	0	0	1	0	0		1
L2160 Address	4.25	10	1	8	0.81	0.5	2.63	1	2.63	1	0	0	0	1	0	0		1
L2162 Address	4.25	9.98	1	6	0.125	0.5	4	1.33	4	1.33	0	0	0	1	0	0		1
L2163 Parcel	4.25	10	1	4	0.125	0.5	4	2	4	2	0	0	0	1	0	0		1
L2186 3.5'' Diskette - Face Only	4.25	10	1	4	0.75	0.5	2.75	2	2.75	2	0	0	0	1	0	0		1
L30063 Address	8.268	5.85	1	2	2.183	0.925	3.902	1.5	3.902	2.5	0	0	0	0	0	0		1
L30065 Parcel	8.268	5.846	2	1	0.232	1.591	3.902	2.665	3.902	2.665	0	0	0	0	0	0		1
L300VF Video Face	8.268	5.846	1	2	2.634	0.596	3	1.827	3	2.827	0	0	0	0	0	0		1
L300VS Video Spine	8.268	5.846	1	4	1.28	0.835	5.709	0.669	5.709	1.169	0	0	0	0	0	0		1
L300SL 35mm Slide 	8.268	5.846	4	4	0.512	0.706	1.811	0.437	1.811	1.332	0	0	0	0	0	0		1
L300DK 3.5'' Diskette - Face Only	8.268	5.846	2	1	1.378	1.9	2.756	2.047	2.756	2.047	0	0	0	0	0	0		1
J40063 Address	8.268	5.85	1	2	2.183	0.925	3.902	1.5	3.902	2.5	0	0	0	0	0	0		1
J40065 Parcel	8.268	5.846	2	1	0.232	1.591	3.902	2.665	3.902	2.665	0	0	0	0	0	0		1
J400VF Video Face	8.268	5.846	1	2	2.634	0.596	3	1.827	3	2.827	0	0	0	0	0	0		1
J400VS Video Spine	8.268	5.846	1	4	1.28	0.835	5.709	0.669	5.709	1.169	0	0	0	0	0	0		1
J400SL 35mm Slide 	8.268	5.846	4	4	0.512	0.706	1.811	0.437	1.811	1.332	0	0	0	0	0	0		1
J400DK 3.5'' Diskette - Face Only	8.268	5.846	2	1	1.378	1.9	2.756	2.047	2.756	2.047	0	0	0	0	0	0		1
